6.474857244076273055e-01,9.708978176684571748e-01,2.384595920464194219e-01,4.176294324297417093e-01,1.187970445758463356e+01
7.282802578771853108e-01,2.818593683473257228e-01,5.342694440893581698e-01,1.674209132274395717e-01,5.058610519422500396e+00
6.315225824265233712e-01,6.947193167454015494e-01,8.886700842617186735e-01,5.547236261517917155e-01,1.173900169836853635e+01
7.637956165721956348e-01,6.211670372048252453e-01,8.672852695678485713e-01,6.029792252901334804e-01,1.192044919110799306e+01
3.597361711850501909e-01,6.279303305743438868e-01,3.639108630490519580e-01,1.349657669359004553e-01,6.514938065461974404e+00
6.975092050800488774e-01,8.148423329725290598e-01,8.456271996783351064e-01,4.780296884273669278e-01,1.166100583008259406e+01
4.650248822308756802e-01,7.945504902402300562e-02,4.094727253088540353e-01,7.747684505484687678e-01,1.033698484949817242e+01
3.814874688234581868e-01,7.676604489676641663e-02,4.466519946614363468e-01,1.655315711352416397e-01,3.561884339884520578e+00
4.327672878334483109e-01,9.961249364852184929e-01,1.706589688572412999e-01,7.403624746174607418e-01,1.542879371025250990e+01
9.858732426710196117e-01,6.910384631497816788e-01,1.458354703061147672e-01,1.754670130312796505e-02,6.033730827211995162e+00
7.044414140980104211e-02,7.157425889801860563e-01,5.870687705473869311e-01,9.530629687285459006e-01,1.584507115199840399e+01
8.008011303420714544e-02,2.878497518738788452e-01,6.213026668933335772e-01,3.043838904268353351e-01,6.150016465069207072e+00
5.665813198783664628e-02,3.928512261740666478e-01,1.203024027541821361e-02,8.492360528332552061e-01,1.273872553780995531e+01
1.441098732042118691e-01,8.756488169725824555e-01,3.932737931511334217e-01,4.880063474597307049e-02,6.903375009078680513e+00
9.585949337173287343e-01,1.801969226713671102e-01,3.618316924321217654e-01,8.449862551449498493e-01,1.205790174699774475e+01
7.924315153897804054e-01,2.662508549886344333e-02,8.110032078822212442e-01,4.179658015782246050e-01,6.336406487362964413e+00
6.223731184217490275e-01,3.764435554551670560e-01,9.484074330908611739e-01,7.611569796639816587e-01,1.209550151492275027e+01
1.876621642597194883e-01,5.129642183027185443e-01,5.640378496653664087e-02,7.653815264150608533e-01,1.263003772891278054e+01
1.490776528912340915e-02,8.482401485721313694e-01,5.126528715100888700e-01,2.800682931264275588e-02,6.423331035719547444e+00
8.738477059991767160e-02,8.632345608727642894e-01,6.971478263096563266e-01,8.979781475369218446e-01,1.613925076235195633e+01
5.507217031414648467e-01,2.347742280975506635e-01,7.723232225765762626e-01,8.139888184853298903e-01,1.177119726080025508e+01
2.880259968577243423e-01,8.817765783527876655e-01,9.611938439869081030e-01,2.804980789407244268e-01,9.606592351584708922e+00
6.511427013918947848e-01,5.607328438885126332e-01,9.371110899165737695e-01,7.311193239741708982e-01,1.289062285071877945e+01
3.446562231858748548e-01,2.459133912513123965e-01,5.539655632298434718e-02,3.124507516024439546e-01,6.155359868054559591e+00
1.652374373959430987e-01,7.847106467841361566e-01,8.129640168126753830e-01,9.339737984592658693e-01,1.612203079043828069e+01
2.633563548140382959e-01,9.677152414690942672e-01,4.590696549709631924e-01,4.746358381595930931e-01,1.222540720658904512e+01
1.938311446591131082e-01,6.783936237090840704e-01,6.295130665863443165e-01,6.125781314622649187e-01,1.196328838159838703e+01
8.864736888471206333e-01,4.084821330055052879e-01,6.847846122298978377e-01,1.765136646682882171e-01,6.033618229944083922e+00
3.687881654628062389e-01,3.748231883635432249e-01,7.305989311803624542e-01,7.968647232599724850e-01,1.229452076980033226e+01
1.036556066000317022e-01,2.655922904599014034e-01,5.847513225702782869e-01,9.935761674833395452e-01,1.361299304937327470e+01
8.888430793834645183e-02,7.612505919676437749e-01,6.509559496880691354e-01,1.373804634338644526e-01,7.160436343625855571e+00
6.101898371482797900e-01,3.611093244452900919e-01,6.146148636269888055e-01,6.079649858742207647e-01,1.029984212320077397e+01
1.479070569499706389e-01,8.486277347449012742e-01,2.655850791856351201e-01,9.630277630926692423e-01,1.679657429472931796e+01
4.151301291383868719e-02,2.447320333036726581e-01,1.925492251080740402e-02,9.490400764267117317e-01,1.293746979723087520e+01
1.681791241859060815e-01,7.200085375570897117e-01,4.399939927293772257e-02,4.663666673499669013e-01,1.056912993510049681e+01
6.715019821369020425e-01,8.148643813144482717e-01,4.732025100285488506e-01,4.706117875637771952e-02,6.891106717003531834e+00
8.795292339725233610e-01,9.763967954586187936e-01,6.101704643975045528e-01,2.734988092234998946e-01,1.050084325192290358e+01
5.749656294228919773e-01,1.995360549522866567e-01,6.277870957486308967e-02,7.198677140510043593e-01,1.052012048615803863e+01
2.801738785548798516e-01,6.102685811931407578e-01,9.262113587759397415e-01,7.484233207780032204e-01,1.311817607146857334e+01
5.369680653823540872e-01,6.850546438864575371e-01,2.174121664665484843e-02,7.424007777244164830e-01,1.365326630055437462e+01
9.558279558376064911e-01,2.847569624993828707e-01,9.994270700358218740e-01,1.974208772823531355e-01,5.579233806289581210e+00
4.850038420547519991e-02,4.117525129487421554e-01,2.645548943537756603e-02,1.140973136371079555e-01,4.760329461327534872e+00
5.396446601253542807e-01,5.456489132329132019e-01,4.115197749541062988e-01,2.643417942998834702e-01,7.571750072032568113e+00
3.598738417320939131e-01,9.017800407521785466e-01,4.729668006274646563e-01,7.164965330039290148e-01,1.455824280078757837e+01
